ID,Cancer
test_9942,Malignant
test_9943,Benign
test_9944,Benign
test_9945,Malignant
test_9946,Malignant
test_9947,Benign
test_9948,Benign
test_9949,Malignant
test_9950,Benign
test_9951,Malignant
test_9952,Benign
test_9953,Benign
test_9954,Benign
test_9955,Malignant
test_9956,Malignant
test_9957,Benign
test_9958,Malignant
test_9959,Malignant
test_9960,Benign
test_9961,Benign
test_9962,Malignant
test_9963,Malignant
test_9964,Benign
test_9965,Benign
test_9966,Benign
test_9967,Benign
test_9968,Malignant
test_9969,Benign
test_9970,Benign
test_9971,Benign
test_9972,Malignant
test_9973,Benign
test_9974,Malignant
test_9975,Benign
test_9976,Benign
test_9977,Malignant
test_9978,Benign
test_9979,Malignant
test_9980,Benign
test_9981,Benign
test_9982,Malignant
test_9983,Benign
test_9984,Malignant
test_9985,Malignant
test_9986,Malignant
test_9987,Benign
test_9988,Benign
test_9989,Malignant
test_9990,Malignant
test_9991,Benign
test_9992,Malignant
test_9993,Benign
test_9994,Malignant
test_9995,Benign
test_9996,Malignant
test_9997,Benign
test_9998,Benign
test_9999,Malignant
test_10000,Malignant
test_10001,Malignant
test_10002,Malignant
test_10003,Benign
test_10004,Malignant
test_10005,Malignant
test_10006,Malignant
test_10007,Malignant
test_10008,Malignant
test_10009,Malignant
test_10010,Malignant
test_10011,Malignant
test_10012,Malignant
test_10013,Benign
test_10014,Malignant
test_10015,Benign
test_10016,Benign
test_10017,Malignant
test_10018,Malignant
test_10019,Malignant
test_10020,Benign
test_10021,Malignant
test_10022,Benign
test_10023,Benign
test_10024,Malignant
test_10025,Benign
test_10026,Malignant
test_10027,Malignant
test_10028,Benign
test_10029,Malignant
test_10030,Benign
test_10031,Malignant
test_10032,Benign
test_10033,Malignant
test_10034,Benign
test_10035,Benign
test_10036,Benign
test_10037,Malignant
test_10038,Malignant
test_10039,Benign
test_10040,Malignant
test_10041,Malignant
test_10042,Benign
test_10043,Malignant
test_10044,Malignant
test_10045,Malignant
test_10046,Benign
test_10047,Malignant
test_10048,Malignant
test_10049,Benign
test_10050,Malignant
test_10051,Benign
test_10052,Benign
test_10053,Malignant
test_10054,Malignant
test_10055,Benign
test_10056,Benign
test_10057,Benign
test_10058,Malignant
test_10059,Malignant
test_10060,Malignant
test_10061,Malignant
test_10062,Malignant
test_10063,Malignant
test_10064,Benign
test_10065,Benign
test_10066,Malignant
test_10067,Benign
test_10068,Benign
test_10069,Benign
test_10070,Benign
test_10071,Benign
test_10072,Malignant
test_10073,Benign
test_10074,Malignant
test_10075,Benign
test_10076,Malignant
test_10077,Malignant
test_10078,Malignant
test_10079,Benign
test_10080,Benign
test_10081,Benign
test_10082,Malignant
test_10083,Benign
test_10084,Benign
test_10085,Benign
test_10086,Malignant
test_10087,Malignant
test_10088,Malignant
test_10089,Benign
test_10090,Benign
test_10091,Malignant
test_10092,Benign
test_10093,Malignant
test_10094,Malignant
test_10095,Benign
test_10096,Malignant
test_10097,Malignant
test_10098,Benign
test_10099,Malignant
test_10100,Malignant
test_10101,Malignant
test_10102,Malignant
test_10103,Benign
test_10104,Malignant
test_10105,Benign
test_10106,Benign
test_10107,Benign
test_10108,Malignant
test_10109,Malignant
test_10110,Malignant
test_10111,Benign
test_10112,Malignant
test_10113,Benign
test_10114,Malignant
test_10115,Benign
test_10116,Malignant
test_10117,Benign
test_10118,Benign
test_10119,Malignant
test_10120,Malignant
test_10121,Benign
test_10122,Benign
test_10123,Malignant
test_10124,Malignant
test_10125,Malignant
test_10126,Malignant
test_10127,Malignant
test_10128,Benign
test_10129,Benign
test_10130,Malignant
test_10131,Benign
test_10132,Benign
test_10133,Malignant
test_10134,Malignant
test_10135,Malignant
test_10136,Benign
test_10137,Benign
test_10138,Malignant
test_10139,Malignant
test_10140,Benign
test_10141,Benign
test_10142,Malignant
test_10143,Malignant
test_10144,Malignant
test_10145,Benign
test_10146,Malignant
test_10147,Benign
test_10148,Malignant
test_10149,Malignant
test_10150,Benign
test_10151,Benign
test_10152,Malignant
test_10153,Benign
test_10154,Malignant
test_10155,Malignant
test_10156,Malignant
test_10157,Benign
test_10158,Benign
test_10159,Benign
test_10160,Malignant
test_10161,Malignant
test_10162,Malignant
test_10163,Benign
test_10164,Benign
test_10165,Malignant
test_10166,Malignant
test_10167,Benign
test_10168,Benign
test_10169,Malignant
test_10170,Malignant
test_10171,Malignant
test_10172,Malignant
test_10173,Benign
test_10174,Benign
test_10175,Malignant
test_10176,Malignant
test_10177,Malignant
test_10178,Malignant
test_10179,Benign
test_10180,Malignant
test_10181,Malignant
test_10182,Malignant
test_10183,Benign
test_10184,Malignant
test_10185,Malignant
test_10186,Benign
test_10187,Benign
test_10188,Benign
test_10189,Malignant
test_10190,Malignant
test_10191,Malignant
test_10192,Benign
test_10193,Malignant
test_10194,Malignant
test_10195,Benign
test_10196,Malignant
test_10197,Benign
test_10198,Benign
test_10199,Benign
test_10200,Benign
test_10201,Benign
test_10202,Benign
test_10203,Benign
test_10204,Benign
test_10205,Malignant
test_10206,Malignant
test_10207,Benign
test_10208,Benign
test_10209,Benign
test_10210,Benign
test_10211,Malignant
test_10212,Benign
test_10213,Benign
test_10214,Benign
test_10215,Malignant
test_10216,Benign
test_10217,Malignant
test_10218,Malignant
test_10219,Benign
test_10220,Malignant
test_10221,Malignant
test_10222,Benign
test_10223,Benign
test_10224,Malignant
test_10225,Benign
test_10226,Benign
test_10227,Benign
test_10228,Malignant
test_10229,Benign
test_10230,Malignant
test_10231,Benign
test_10232,Benign
test_10233,Malignant
test_10234,Malignant
test_10235,Benign
test_10236,Malignant
test_10237,Benign
test_10238,Benign
test_10239,Benign
test_10240,Benign
test_10241,Malignant
test_10242,Benign
test_10243,Malignant
test_10244,Malignant
test_10245,Malignant
test_10246,Benign
test_10247,Malignant
test_10248,Malignant
test_10249,Benign
test_10250,Malignant
test_10251,Malignant
test_10252,Malignant
test_10253,Benign
test_10254,Benign
test_10255,Benign
test_10256,Malignant
test_10257,Benign
test_10258,Malignant
test_10259,Benign
test_10260,Malignant
test_10261,Benign
test_10262,Benign
test_10263,Malignant
test_10264,Malignant
test_10265,Benign
test_10266,Benign
test_10267,Malignant
test_10268,Malignant
test_10269,Benign
test_10270,Malignant
test_10271,Benign
test_10272,Benign
test_10273,Malignant
test_10274,Malignant
test_10275,Benign
test_10276,Malignant
test_10277,Benign
test_10278,Malignant
test_10279,Malignant
test_10280,Benign
test_10281,Benign
test_10282,Benign
test_10283,Benign
test_10284,Malignant
test_10285,Benign
test_10286,Benign
test_10287,Benign
test_10288,Benign
test_10289,Malignant
test_10290,Malignant
test_10291,Malignant
test_10292,Malignant
test_10293,Malignant
test_10294,Malignant
test_10295,Malignant
test_10296,Benign
test_10297,Malignant
test_10298,Benign
test_10299,Benign
test_10300,Benign
test_10301,Benign
test_10302,Malignant
test_10303,Benign
test_10304,Benign
test_10305,Malignant
test_10306,Malignant
test_10307,Benign
test_10308,Benign
test_10309,Malignant
test_10310,Benign
test_10311,Malignant
test_10312,Malignant
test_10313,Malignant
test_10314,Malignant
test_10315,Malignant
test_10316,Malignant
test_10317,Malignant
test_10318,Malignant
test_10319,Malignant
test_10320,Benign
test_10321,Malignant
test_10322,Benign
test_10323,Malignant
test_10324,Malignant
test_10325,Benign
test_10326,Benign
test_10327,Malignant
test_10328,Malignant
test_10329,Malignant
test_10330,Malignant
test_10331,Malignant
test_10332,Benign
test_10333,Benign
test_10334,Benign
test_10335,Benign
test_10336,Benign
test_10337,Malignant
test_10338,Benign
test_10339,Malignant
test_10340,Benign
test_10341,Malignant
test_10342,Benign
test_10343,Benign
test_10344,Malignant
test_10345,Malignant
test_10346,Benign
test_10347,Malignant
test_10348,Benign
test_10349,Malignant
test_10350,Malignant
test_10351,Malignant
test_10352,Malignant
test_10353,Malignant
test_10354,Malignant
test_10355,Malignant
test_10356,Benign
test_10357,Malignant
test_10358,Malignant
test_10359,Malignant
test_10360,Malignant
test_10361,Malignant
test_10362,Benign
test_10363,Malignant
test_10364,Malignant
test_10365,Benign
test_10366,Benign
test_10367,Benign
test_10368,Benign
test_10369,Malignant
test_10370,Benign
test_10371,Benign
test_10372,Malignant
test_10373,Malignant
test_10374,Benign
test_10375,Malignant
test_10376,Malignant
test_10377,Benign
test_10378,Benign
test_10379,Benign
test_10380,Malignant
test_10381,Benign
test_10382,Malignant
test_10383,Benign
test_10384,Malignant
test_10385,Benign
test_10386,Benign
test_10387,Benign
test_10388,Benign
test_10389,Benign
test_10390,Benign
test_10391,Malignant
test_10392,Benign
test_10393,Benign
test_10394,Malignant
test_10395,Malignant
test_10396,Malignant
test_10397,Benign
test_10398,Malignant
test_10399,Malignant
test_10400,Malignant
test_10401,Benign
test_10402,Malignant
test_10403,Benign
test_10404,Benign
test_10405,Malignant
test_10406,Malignant
test_10407,Benign
test_10408,Benign
test_10409,Malignant
test_10410,Malignant
test_10411,Malignant
test_10412,Benign
test_10413,Benign
test_10414,Benign
test_10415,Benign
test_10416,Benign
test_10417,Malignant
test_10418,Benign
test_10419,Benign
test_10420,Benign
test_10421,Malignant
test_10422,Malignant
test_10423,Malignant
test_10424,Benign
test_10425,Malignant
test_10426,Malignant
test_10427,Benign
test_10428,Benign
test_10429,Malignant
test_10430,Malignant
test_10431,Malignant
test_10432,Benign
test_10433,Malignant
test_10434,Malignant
test_10435,Benign
test_10436,Benign
test_10437,Malignant
test_10438,Malignant
test_10439,Malignant
test_10440,Benign
test_10441,Malignant
test_10442,Benign
test_10443,Benign
test_10444,Malignant
test_10445,Benign
test_10446,Benign
test_10447,Malignant
test_10448,Benign
test_10449,Malignant
test_10450,Malignant
test_10451,Malignant
test_10452,Malignant
test_10453,Benign
test_10454,Benign
test_10455,Malignant
test_10456,Malignant
test_10457,Benign
test_10458,Malignant
test_10459,Malignant
test_10460,Benign
test_10461,Benign
test_10462,Malignant
test_10463,Benign
test_10464,Malignant
test_10465,Benign
test_10466,Malignant
test_10467,Benign
test_10468,Benign
test_10469,Malignant
test_10470,Benign
test_10471,Malignant
test_10472,Malignant
test_10473,Benign
test_10474,Malignant
test_10475,Malignant
test_10476,Malignant
test_10477,Benign
test_10478,Malignant
test_10479,Malignant
test_10480,Benign
test_10481,Malignant
test_10482,Malignant
test_10483,Malignant
test_10484,Benign
test_10485,Benign
test_10486,Malignant
test_10487,Benign
test_10488,Benign
test_10489,Benign
test_10490,Benign
test_10491,Benign
test_10492,Malignant
test_10493,Malignant
test_10494,Benign
test_10495,Benign
test_10496,Malignant
test_10497,Benign
test_10498,Malignant
test_10499,Malignant
test_10500,Malignant
test_10501,Malignant
test_10502,Malignant
test_10503,Benign
test_10504,Malignant
test_10505,Benign
test_10506,Benign
test_10507,Malignant
test_10508,Malignant
test_10509,Malignant
test_10510,Malignant
test_10511,Benign
test_10512,Benign
test_10513,Benign
test_10514,Benign
test_10515,Benign
test_10516,Benign
test_10517,Malignant
test_10518,Malignant
test_10519,Malignant
test_10520,Malignant
test_10521,Benign
test_10522,Malignant
test_10523,Benign
test_10524,Benign
test_10525,Benign
test_10526,Malignant
test_10527,Malignant
test_10528,Malignant
test_10529,Malignant
test_10530,Malignant
test_10531,Benign
test_10532,Benign
test_10533,Benign
test_10534,Benign
test_10535,Malignant
test_10536,Benign
test_10537,Malignant
test_10538,Benign
test_10539,Benign
test_10540,Malignant
test_10541,Benign
test_10542,Malignant
test_10543,Benign
test_10544,Malignant
test_10545,Malignant
test_10546,Malignant
test_10547,Malignant
test_10548,Benign
test_10549,Benign
test_10550,Benign
test_10551,Benign
test_10552,Benign
test_10553,Malignant
test_10554,Benign
test_10555,Benign
test_10556,Malignant
test_10557,Benign
test_10558,Benign
test_10559,Benign
test_10560,Malignant
test_10561,Benign
test_10562,Benign
test_10563,Malignant
test_10564,Benign
test_10565,Malignant
test_10566,Malignant
test_10567,Benign
test_10568,Malignant
test_10569,Malignant
test_10570,Benign
test_10571,Benign
test_10572,Malignant
test_10573,Malignant
test_10574,Benign
test_10575,Malignant
test_10576,Benign
test_10577,Benign
test_10578,Benign
test_10579,Benign
test_10580,Benign
test_10581,Benign
test_10582,Benign
test_10583,Malignant
test_10584,Malignant
test_10585,Benign
test_10586,Benign
test_10587,Malignant
test_10588,Malignant
test_10589,Malignant
test_10590,Benign
test_10591,Malignant
test_10592,Benign
test_10593,Malignant
test_10594,Benign
test_10595,Benign
test_10596,Malignant
test_10597,Benign
test_10598,Malignant
test_10599,Benign
test_10600,Malignant
test_10601,Benign
test_10602,Malignant
test_10603,Benign
test_10604,Malignant
test_10605,Benign
test_10606,Malignant
test_10607,Malignant
test_10608,Malignant
test_10609,Malignant
test_10610,Benign
test_10611,Malignant
test_10612,Malignant
test_10613,Benign
test_10614,Benign
test_10615,Malignant
test_10616,Malignant
test_10617,Malignant
test_10618,Malignant
test_10619,Malignant
test_10620,Benign
test_10621,Benign
test_10622,Malignant
test_10623,Benign
test_10624,Benign
test_10625,Benign
test_10626,Malignant
test_10627,Malignant
test_10628,Malignant
test_10629,Malignant
test_10630,Benign
test_10631,Malignant
test_10632,Benign
test_10633,Benign
test_10634,Malignant
test_10635,Malignant
test_10636,Benign
test_10637,Malignant
test_10638,Benign
test_10639,Malignant
test_10640,Malignant
test_10641,Malignant
test_10642,Benign
test_10643,Benign
test_10644,Malignant
test_10645,Malignant
test_10646,Malignant
test_10647,Benign
test_10648,Malignant
test_10649,Benign
test_10650,Malignant
test_10651,Benign
test_10652,Malignant
test_10653,Benign
test_10654,Malignant
test_10655,Malignant
test_10656,Malignant
test_10657,Benign
test_10658,Benign
test_10659,Benign
test_10660,Malignant
test_10661,Malignant
test_10662,Malignant
test_10663,Malignant
test_10664,Malignant
test_10665,Benign
test_10666,Benign
test_10667,Malignant
test_10668,Malignant
test_10669,Malignant
test_10670,Benign
test_10671,Benign
test_10672,Malignant
test_10673,Malignant
test_10674,Benign
test_10675,Malignant
test_10676,Malignant
test_10677,Benign
test_10678,Malignant
test_10679,Benign
test_10680,Malignant
test_10681,Benign
test_10682,Benign
test_10683,Malignant
test_10684,Benign
test_10685,Malignant
test_10686,Malignant
test_10687,Malignant
test_10688,Malignant
test_10689,Benign
test_10690,Malignant
test_10691,Malignant
test_10692,Malignant
test_10693,Benign
test_10694,Malignant
test_10695,Malignant
test_10696,Malignant
test_10697,Malignant
test_10698,Benign
test_10699,Benign
test_10700,Malignant
test_10701,Malignant
test_10702,Malignant
test_10703,Malignant
test_10704,Benign
test_10705,Malignant
test_10706,Benign
test_10707,Malignant
test_10708,Malignant
test_10709,Benign
test_10710,Malignant
test_10711,Malignant
test_10712,Benign
test_10713,Malignant
test_10714,Malignant
test_10715,Malignant
test_10716,Benign
test_10717,Malignant
test_10718,Benign
test_10719,Benign
test_10720,Benign
test_10721,Benign
test_10722,Malignant
test_10723,Malignant
test_10724,Malignant
test_10725,Benign
test_10726,Benign
test_10727,Benign
test_10728,Malignant
test_10729,Benign
test_10730,Benign
test_10731,Benign
test_10732,Malignant
test_10733,Benign
test_10734,Malignant
test_10735,Malignant
test_10736,Malignant
test_10737,Benign
test_10738,Malignant
test_10739,Malignant
test_10740,Malignant
test_10741,Malignant
test_10742,Benign
test_10743,Benign
test_10744,Malignant
test_10745,Malignant
test_10746,Benign
test_10747,Benign
test_10748,Benign
test_10749,Benign
test_10750,Benign
test_10751,Malignant
test_10752,Malignant
test_10753,Malignant
test_10754,Malignant
test_10755,Malignant
test_10756,Benign
test_10757,Malignant
test_10758,Benign
test_10759,Benign
test_10760,Benign
test_10761,Malignant
test_10762,Benign
test_10763,Malignant
test_10764,Malignant
test_10765,Benign
test_10766,Malignant
test_10767,Malignant
test_10768,Malignant
test_10769,Malignant
test_10770,Benign
test_10771,Malignant
test_10772,Benign
test_10773,Benign
test_10774,Malignant
test_10775,Malignant
test_10776,Malignant
test_10777,Benign
test_10778,Malignant
test_10779,Malignant
test_10780,Malignant
test_10781,Malignant
test_10782,Malignant
test_10783,Malignant
test_10784,Benign
test_10785,Benign
test_10786,Benign
test_10787,Benign
test_10788,Malignant
test_10789,Malignant
test_10790,Benign
test_10791,Malignant
test_10792,Benign
test_10793,Malignant
test_10794,Benign
test_10795,Malignant
test_10796,Benign
test_10797,Benign
test_10798,Benign
test_10799,Malignant
test_10800,Benign
test_10801,Benign
test_10802,Benign
test_10803,Benign
test_10804,Malignant
test_10805,Malignant
test_10806,Benign
test_10807,Benign
test_10808,Malignant
test_10809,Benign
test_10810,Malignant
test_10811,Benign
test_10812,Malignant
test_10813,Malignant
test_10814,Benign
test_10815,Malignant
test_10816,Malignant
test_10817,Benign
test_10818,Benign
test_10819,Benign
test_10820,Malignant
test_10821,Benign
test_10822,Benign
test_10823,Malignant
test_10824,Malignant
test_10825,Benign
test_10826,Benign
test_10827,Malignant
test_10828,Benign
test_10829,Benign
test_10830,Malignant
test_10831,Benign
test_10832,Malignant
test_10833,Malignant
test_10834,Benign
test_10835,Benign
test_10836,Benign
test_10837,Malignant
test_10838,Benign
test_10839,Malignant
test_10840,Benign
test_10841,Malignant
test_10842,Malignant
test_10843,Benign
test_10844,Benign
test_10845,Benign
test_10846,Benign
test_10847,Benign
test_10848,Benign
test_10849,Malignant
test_10850,Benign
test_10851,Malignant
test_10852,Malignant
test_10853,Malignant
test_10854,Malignant
test_10855,Benign
test_10856,Benign
test_10857,Benign
test_10858,Malignant
test_10859,Malignant
test_10860,Benign
test_10861,Malignant
test_10862,Benign
test_10863,Benign
test_10864,Benign
test_10865,Malignant
test_10866,Malignant
test_10867,Malignant
test_10868,Benign
test_10869,Benign
test_10870,Benign
test_10871,Benign
test_10872,Benign
test_10873,Malignant
test_10874,Malignant
test_10875,Benign
test_10876,Malignant
test_10877,Benign
test_10878,Malignant
test_10879,Malignant
test_10880,Malignant
test_10881,Benign
test_10882,Benign
test_10883,Benign
test_10884,Malignant
test_10885,Malignant
test_10886,Malignant
test_10887,Benign
test_10888,Benign
test_10889,Malignant
test_10890,Malignant
test_10891,Malignant
test_10892,Benign
test_10893,Benign
test_10894,Malignant
test_10895,Benign
test_10896,Malignant
test_10897,Benign
test_10898,Benign
test_10899,Benign
test_10900,Benign
test_10901,Malignant
test_10902,Malignant
test_10903,Malignant
test_10904,Malignant
test_10905,Benign
test_10906,Benign
test_10907,Benign
test_10908,Malignant
test_10909,Benign
test_10910,Malignant
test_10911,Benign
test_10912,Malignant
test_10913,Benign
test_10914,Benign
test_10915,Benign
test_10916,Malignant
test_10917,Benign
test_10918,Malignant
test_10919,Malignant
test_10920,Malignant
test_10921,Malignant
test_10922,Malignant
test_10923,Benign
test_10924,Benign
test_10925,Malignant
test_10926,Malignant
test_10927,Benign
test_10928,Benign
test_10929,Benign
test_10930,Benign
test_10931,Benign
test_10932,Benign
test_10933,Malignant
test_10934,Benign
test_10935,Benign
test_10936,Benign
test_10937,Malignant
test_10938,Benign
test_10939,Benign
test_10940,Benign
test_10941,Malignant
test_10942,Benign
test_10943,Benign
test_10944,Benign
test_10945,Malignant
test_10946,Malignant
test_10947,Benign
test_10948,Benign
test_10949,Malignant
test_10950,Malignant
test_10951,Benign
test_10952,Malignant
test_10953,Malignant
test_10954,Malignant
test_10955,Benign
test_10956,Malignant
test_10957,Malignant
test_10958,Malignant
test_10959,Malignant
test_10960,Benign
test_10961,Malignant
test_10962,Benign
test_10963,Benign
test_10964,Benign
test_10965,Malignant
test_10966,Benign
test_10967,Benign
test_10968,Malignant
test_10969,Malignant
test_10970,Malignant
test_10971,Benign
test_10972,Malignant
test_10973,Malignant
test_10974,Malignant
test_10975,Benign
test_10976,Malignant
test_10977,Malignant
test_10978,Benign
test_10979,Malignant
test_10980,Benign
test_10981,Malignant
test_10982,Malignant
test_10983,Benign
test_10984,Benign
test_10985,Malignant
test_10986,Malignant
test_10987,Benign
test_10988,Benign
test_10989,Malignant
test_10990,Benign
test_10991,Benign
test_10992,Benign
test_10993,Malignant
test_10994,Benign
test_10995,Malignant
test_10996,Malignant
test_10997,Malignant
test_10998,Benign
test_10999,Malignant
test_11000,Malignant
test_11001,Malignant
test_11002,Malignant
test_11003,Benign
test_11004,Benign
test_11005,Benign
test_11006,Benign
test_11007,Benign
test_11008,Benign
test_11009,Benign
test_11010,Malignant
test_11011,Malignant
test_11012,Malignant
test_11013,Malignant
test_11014,Benign
test_11015,Malignant
test_11016,Malignant
test_11017,Malignant
test_11018,Benign
test_11019,Malignant
test_11020,Malignant
test_11021,Benign
test_11022,Malignant
test_11023,Malignant
test_11024,Malignant
test_11025,Benign
test_11026,Benign
test_11027,Malignant
test_11028,Malignant
test_11029,Benign
test_11030,Malignant
test_11031,Malignant
test_11032,Benign
test_11033,Benign
test_11034,Malignant
test_11035,Benign
test_11036,Benign
test_11037,Benign
test_11038,Benign
test_11039,Malignant
test_11040,Benign
test_11041,Benign
test_11042,Malignant
test_11043,Benign
test_11044,Malignant
test_11045,Benign
test_11046,Benign
test_11047,Benign
test_11048,Malignant
test_11049,Malignant
test_11050,Malignant
test_11051,Benign
test_11052,Benign
test_11053,Malignant
test_11054,Malignant
test_11055,Malignant
test_11056,Malignant
test_11057,Malignant
test_11058,Malignant
test_11059,Benign
test_11060,Malignant
test_11061,Benign
test_11062,Malignant
test_11063,Benign
test_11064,Malignant
test_11065,Malignant
test_11066,Benign
test_11067,Benign
test_11068,Malignant
test_11069,Benign
test_11070,Benign
test_11071,Malignant
test_11072,Benign
test_11073,Benign
test_11074,Malignant
test_11075,Malignant
test_11076,Benign
test_11077,Benign
test_11078,Malignant
test_11079,Malignant
test_11080,Malignant
test_11081,Malignant
test_11082,Benign
test_11083,Malignant
test_11084,Malignant
test_11085,Benign
test_11086,Malignant
test_11087,Malignant
test_11088,Malignant
test_11089,Malignant
test_11090,Benign
test_11091,Malignant
test_11092,Benign
test_11093,Malignant
test_11094,Malignant
test_11095,Malignant
test_11096,Benign
test_11097,Benign
test_11098,Malignant
test_11099,Malignant
test_11100,Benign
test_11101,Benign
test_11102,Malignant
test_11103,Benign
test_11104,Malignant
test_11105,Benign
test_11106,Benign
test_11107,Benign
test_11108,Benign
test_11109,Benign
test_11110,Benign
test_11111,Benign
test_11112,Malignant
test_11113,Malignant
test_11114,Malignant
test_11115,Malignant
test_11116,Malignant
test_11117,Malignant
test_11118,Malignant
test_11119,Malignant
test_11120,Benign
test_11121,Malignant
test_11122,Malignant
test_11123,Malignant
test_11124,Malignant
test_11125,Malignant
test_11126,Benign
test_11127,Malignant
test_11128,Benign
test_11129,Malignant
test_11130,Benign
test_11131,Benign
test_11132,Benign
test_11133,Malignant
test_11134,Benign
test_11135,Benign
test_11136,Malignant
test_11137,Benign
test_11138,Malignant
test_11139,Malignant
test_11140,Malignant
test_11141,Benign
test_11142,Benign
test_11143,Malignant
test_11144,Malignant
test_11145,Benign
test_11146,Malignant
test_11147,Malignant
test_11148,Malignant
test_11149,Benign
test_11150,Malignant
test_11151,Malignant
test_11152,Benign
test_11153,Benign
test_11154,Malignant
test_11155,Malignant
test_11156,Benign
test_11157,Benign
test_11158,Benign
test_11159,Benign
test_11160,Malignant
test_11161,Malignant
test_11162,Malignant
test_11163,Malignant
test_11164,Benign
test_11165,Malignant
test_11166,Malignant
test_11167,Benign
test_11168,Malignant
test_11169,Malignant
test_11170,Malignant
test_11171,Benign
test_11172,Malignant
test_11173,Benign
test_11174,Malignant
test_11175,Malignant
test_11176,Malignant
test_11177,Benign
test_11178,Benign
test_11179,Malignant
test_11180,Malignant
test_11181,Benign
test_11182,Benign
test_11183,Malignant
test_11184,Malignant
test_11185,Malignant
test_11186,Malignant
test_11187,Benign
test_11188,Benign
test_11189,Benign
test_11190,Benign
test_11191,Malignant
test_11192,Malignant
test_11193,Benign
test_11194,Malignant
test_11195,Malignant
test_11196,Malignant
test_11197,Malignant
test_11198,Benign
test_11199,Malignant
test_11200,Malignant
test_11201,Malignant
test_11202,Benign
test_11203,Malignant
test_11204,Malignant
test_11205,Benign
test_11206,Benign
test_11207,Malignant
test_11208,Benign
test_11209,Malignant
test_11210,Malignant
test_11211,Malignant
test_11212,Benign
test_11213,Malignant
test_11214,Benign
test_11215,Benign
test_11216,Malignant
test_11217,Benign
test_11218,Benign
test_11219,Benign
test_11220,Malignant
test_11221,Benign
test_11222,Benign
test_11223,Benign
test_11224,Benign
test_11225,Malignant
test_11226,Benign
test_11227,Malignant
test_11228,Malignant
test_11229,Benign
test_11230,Benign
test_11231,Malignant
test_11232,Malignant
test_11233,Malignant
test_11234,Benign
test_11235,Malignant
test_11236,Malignant
test_11237,Malignant
test_11238,Malignant
test_11239,Malignant
test_11240,Benign
test_11241,Malignant
test_11242,Benign
test_11243,Benign
test_11244,Malignant
test_11245,Malignant
test_11246,Benign
test_11247,Malignant
test_11248,Benign
test_11249,Benign
test_11250,Benign
test_11251,Malignant
test_11252,Malignant
test_11253,Malignant
test_11254,Benign
test_11255,Malignant
test_11256,Benign
test_11257,Malignant
test_11258,Malignant
test_11259,Malignant
test_11260,Malignant
test_11261,Malignant
test_11262,Malignant
test_11263,Benign
test_11264,Benign
test_11265,Benign
test_11266,Malignant
test_11267,Benign
test_11268,Benign
test_11269,Malignant
test_11270,Malignant
test_11271,Malignant
test_11272,Malignant
test_11273,Benign
test_11274,Malignant
test_11275,Benign
test_11276,Malignant
test_11277,Malignant
test_11278,Benign
test_11279,Malignant
test_11280,Benign
test_11281,Malignant
test_11282,Benign
test_11283,Malignant
test_11284,Malignant
test_11285,Malignant
test_11286,Benign
test_11287,Malignant
test_11288,Benign
test_11289,Malignant
test_11290,Benign
test_11291,Malignant
test_11292,Benign
test_11293,Malignant
test_11294,Benign
test_11295,Benign
test_11296,Malignant
test_11297,Benign
test_11298,Benign
test_11299,Malignant
test_11300,Benign
test_11301,Benign
test_11302,Benign
test_11303,Malignant
test_11304,Benign
test_11305,Malignant
test_11306,Malignant
test_11307,Malignant
test_11308,Malignant
test_11309,Malignant
test_11310,Malignant
test_11311,Malignant
test_11312,Benign
test_11313,Malignant
test_11314,Benign
test_11315,Malignant
test_11316,Malignant
test_11317,Benign
test_11318,Benign
test_11319,Malignant
test_11320,Benign
test_11321,Benign
test_11322,Benign
test_11323,Benign
test_11324,Benign
test_11325,Benign
test_11326,Benign
test_11327,Benign
test_11328,Malignant
test_11329,Benign
test_11330,Malignant
test_11331,Malignant
test_11332,Malignant
test_11333,Malignant
test_11334,Benign
test_11335,Malignant
test_11336,Malignant
test_11337,Benign
test_11338,Benign
test_11339,Benign
test_11340,Malignant
test_11341,Malignant
test_11342,Benign
test_11343,Malignant
test_11344,Benign
test_11345,Malignant
test_11346,Malignant
test_11347,Malignant
test_11348,Malignant
test_11349,Malignant
test_11350,Benign
test_11351,Benign
test_11352,Benign
test_11353,Benign
test_11354,Malignant
test_11355,Benign
test_11356,Malignant
test_11357,Benign
test_11358,Benign
test_11359,Malignant
test_11360,Benign
test_11361,Malignant
test_11362,Malignant
test_11363,Malignant
test_11364,Benign
test_11365,Malignant
test_11366,Benign
test_11367,Benign
test_11368,Benign
test_11369,Malignant
test_11370,Benign
test_11371,Benign
test_11372,Benign
test_11373,Benign
test_11374,Benign
test_11375,Malignant
test_11376,Malignant
test_11377,Benign
test_11378,Malignant
test_11379,Benign
test_11380,Benign
test_11381,Benign
test_11382,Benign
test_11383,Benign
test_11384,Malignant
test_11385,Benign
test_11386,Benign
test_11387,Malignant
test_11388,Malignant
test_11389,Benign
test_11390,Malignant
test_11391,Malignant
test_11392,Malignant
test_11393,Malignant
test_11394,Malignant
test_11395,Benign
test_11396,Benign
test_11397,Benign
test_11398,Malignant
test_11399,Benign
test_11400,Malignant
test_11401,Malignant
test_11402,Benign
test_11403,Malignant
test_11404,Benign
test_11405,Malignant
test_11406,Benign
test_11407,Benign
test_11408,Benign
test_11409,Benign
test_11410,Benign
